; compare-matrices  -v 1 -mode matches -format1 transfac -file1 $RSAT/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_motifs/peak-motifs_motifs_discovered.tf -format2 tf -file2 $RSAT/public_html/motif_databases/HOCOMOCO/HOCOMOCO_2017-10-17_Human.tf -mode matches -strand DR -uth offset_rank 1 -lth w 5 -lth Wr 0.3 -lth cor 0.7 -lth Ncor 0.4 -return matrix_name,matrix_id,cor,Ncor,width,strand,offset,alignments_1ton -sort Ncor -quick -o $RSAT/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_vs_db/peak-motifs_motifs_vs_db_Hocomoco_human.tab
; Program version       	1.118
; Quick mode 
; Input files
;	file1 	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_motifs/peak-motifs_motifs_discovered.tf
;	file2 	/opt/rsat-tools/rsat/public_html/motif_databases/HOCOMOCO/HOCOMOCO_2017-10-17_Human.tf
; Output files
;	alignments_1ton	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_vs_db/peak-motifs_motifs_vs_db_Hocomoco_human_alignments_1ton.tab
;	prefix       	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_vs_db/peak-motifs_motifs_vs_db_Hocomoco_human
;	html_index   	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_vs_db/peak-motifs_motifs_vs_db_Hocomoco_human_index.html
;	alignments_1ton_html	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_vs_db/peak-motifs_motifs_vs_db_Hocomoco_human_alignments_1ton.html
;	match_table_html	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_vs_db/peak-motifs_motifs_vs_db_Hocomoco_human.html
;	match_table_txt	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_vs_db/peak-motifs_motifs_vs_db_Hocomoco_human.tab
; Matrices
;	file1	20 matrices	/opt/rsat-tools/rsat/public_html/tmp/www-data/2024/03/21/peak-motifs.2024-03-21.023305_2024-03-21.023305_6q7FSY/results/discovered_motifs/peak-motifs_motifs_discovered.tf
;		file1	1	13	4171
;		file1	2	17	2547
;		file1	3	10	2277
;		file1	4	11	3679
;		file1	5	10	1946
;		file1	6	24	2314
;		file1	7	20	819
;		file1	8	24	368
;		file1	9	24	175
;		file1	10	19	2127
;		file1	11	14	4517
;		...	10 more matrices
;	file2	771 matrices	/opt/rsat-tools/rsat/public_html/motif_databases/HOCOMOCO/HOCOMOCO_2017-10-17_Human.tf
;		file2		1		9		154
;		file2		2		18		41
;		file2		3		12		31
;		file2		4		11		8236
;		file2		5		12		23223
;		file2		6		18		499
;		file2		7		16		500
;		file2		8		12		500
;		file2		9		15		500
;		file2		10		10		28
;		file2		11		14		500
;		...	761 more matrices
; Column content
;	1	id1          	Identifier of the first matrix
;	2	id2          	Identifier of the second matrix
;	3	name1        	Name of the first matrix
;	4	name2        	Name of the second matrix
;	5	cor          	Pearson coefficient of correlation between frequency matrices
;	6	Ncor         	Normalized correlation. Ncor = cor * Wr
;	7	w1           	Width of the first matrix
;	8	w2           	Width of the second matrix
;	9	w            	Alignment length (number of overlapping columns between matrix 1 and matrix 2, as a function of the offset)
;	10	W            	Total alignment length (overlapping + non-overlapping columns). W = w1 + w2 - w
;	11	Wr           	Relative alignment length (overlap divided by the total alignemnt length). Wr = w/W
;	12	wr1          	Alignment length relative to the width of the first matrix. wr1 = w/w1
;	13	wr2          	Alignment length relative to the width of the second matrix. wr2 = w/w2
;	14	strand       	"strand", i.e. orientation of matrix 2 relative to matrix 1 (D=direct;  R=reverse)
;	15	offset       	shift of the second matrix relative to the first matrix (negative:left; positive: right)
#id1	id2	name1	name2	cor	Ncor	w1	w2	w	W	Wr	wr1	wr2	strand	offset
oligos_6nt_mkv4_m2	M01077	oligos_6nt_mkv4_m2oligos_6nt_mkv4_m2	CTCF_HUMAN.H11MO.0.A	0.945	0.845	17	19	17	19	0.8947	1.0000	0.8947	D	-1
oligos_7nt_mkv5_m3	M01338	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	MAZ_HUMAN.H11MO.1.A	0.807	0.807	11	11	11	11	1.0000	1.0000	1.0000	R	0
oligos_7nt_mkv5_m5	M01744	oligos_7nt_mkv5_m5oligos_7nt_mkv5_m5	ZN563_HUMAN.H11MO.1.C	0.868	0.796	11	12	11	12	0.9167	1.0000	0.9167	D	0
oligos_7nt_mkv5_m1	M01076	oligos_7nt_mkv5_m1oligos_7nt_mkv5_m1	CTCFL_HUMAN.H11MO.0.A	0.956	0.787	14	17	14	17	0.8235	1.0000	0.8235	R	-1
oligos_6nt_mkv4_m2	M01076	oligos_6nt_mkv4_m2oligos_6nt_mkv4_m2	CTCFL_HUMAN.H11MO.0.A	0.873	0.776	17	17	16	18	0.8889	0.9412	0.9412	D	1
positions_6nt_m1	M01077	positions_6nt_m1positions_6nt_m1	CTCF_HUMAN.H11MO.0.A	0.957	0.758	24	19	19	24	0.7917	0.7917	1.0000	D	3
positions_7nt_m5	M01077	positions_7nt_m5positions_7nt_m5	CTCF_HUMAN.H11MO.0.A	0.955	0.756	24	19	19	24	0.7917	0.7917	1.0000	D	3
oligos_7nt_mkv5_m3	M01303	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	KLF12_HUMAN.H11MO.0.C	0.754	0.754	11	11	11	11	1.0000	1.0000	1.0000	R	0
oligos_7nt_mkv5_m3	M01310	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	KLF4_HUMAN.H11MO.0.A	0.827	0.752	11	10	10	11	0.9091	0.9091	1.0000	R	0
oligos_7nt_mkv5_m2	M01076	oligos_7nt_mkv5_m2oligos_7nt_mkv5_m2	CTCFL_HUMAN.H11MO.0.A	0.910	0.749	14	17	14	17	0.8235	1.0000	0.8235	D	-2
oligos_6nt_mkv4_m1	M01076	oligos_6nt_mkv4_m1oligos_6nt_mkv4_m1	CTCFL_HUMAN.H11MO.0.A	0.975	0.746	13	17	13	17	0.7647	1.0000	0.7647	D	-3
oligos_6nt_mkv4_m1	M01304	oligos_6nt_mkv4_m1oligos_6nt_mkv4_m1	KLF13_HUMAN.H11MO.0.D	0.863	0.731	13	11	11	13	0.8462	0.8462	1.0000	D	2
positions_7nt_m2	M01077	positions_7nt_m2positions_7nt_m2	CTCF_HUMAN.H11MO.0.A	0.919	0.728	24	19	19	24	0.7917	0.7917	1.0000	D	0
oligos_7nt_mkv5_m3	M01200	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	GLI3_HUMAN.H11MO.0.B	0.725	0.725	11	11	11	11	1.0000	1.0000	1.0000	R	0
oligos_7nt_mkv5_m3	M01615	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	TBX3_HUMAN.H11MO.0.C	0.704	0.704	11	11	11	11	1.0000	1.0000	1.0000	R	0
positions_7nt_m4	M01077	positions_7nt_m4positions_7nt_m4	CTCF_HUMAN.H11MO.0.A	0.974	0.701	24	19	18	25	0.7200	0.7500	0.9474	R	6
oligos_7nt_mkv5_m3	M01581	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	SP2_HUMAN.H11MO.1.B	0.765	0.701	11	12	11	12	0.9167	1.0000	0.9167	R	0
oligos_7nt_mkv5_m3	M01545	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	SALL4_HUMAN.H11MO.0.B	0.927	0.696	11	10	9	12	0.7500	0.8182	0.9000	R	2
oligos_7nt_mkv5_m4	M01304	oligos_7nt_mkv5_m4oligos_7nt_mkv5_m4	KLF13_HUMAN.H11MO.0.D	0.756	0.693	12	11	11	12	0.9167	0.9167	1.0000	D	1
positions_7nt_m4	M01076	positions_7nt_m4positions_7nt_m4	CTCFL_HUMAN.H11MO.0.A	0.956	0.677	24	17	17	24	0.7083	0.7083	1.0000	R	6
oligos_7nt_mkv5_m3	M01198	oligos_7nt_mkv5_m3oligos_7nt_mkv5_m3	GLI1_HUMAN.H11MO.0.D	0.735	0.673	11	12	11	12	0.9167	1.0000	0.9167	R	0
